,Text,Lemma,Polarity,Analysis,Vader Sentiment,Vader Analysis,SWN analysis
369,purchased phone and after 2 months started having problems with it! have had numerous barrage phones before and never had this problem!!!!!! Purchased two and the second one will not activate!!!!! problem is that it was a couple of months before I activated phone so no longer able to return!!!!!!!!!!,  purchase phone month start problem numerous barrage phone never problem Purchased two second one activate problem couple month activate phone longer able return,0.16666666666666666,Positive,-0.484,Neutral,Negative
370,I have one of these phones already so I knew what to expect but did not know what shape it would be in since it was used and reconditioned. It looked almost new and functioned like new.Very happy with the phone and price.,  one phone already know expect know shape would since use recondition look almost new function like new happy phone price,0.3575757575757576,Positive,0.7128,Positive,Positive
371,"the camera does not work ,,,the battery does not hold a charge....if i had know it was from the dealer dealscay. i would NEVER have bought it,,,this is the second phone i have gotten ripped off from this dealer",  camera work battery hold charge know dealer dealscay would NEVER buy second phone get rip dealer,0.0,Neutral,0.0,Neutral,Negative
372,MY HUSBAND IS SATISFIED WITH THE WIRELESS PHONE THAT HE CAN NOW ACTUALLY HEAR PEOPLE WHEN THEY TALK TO HIM. WE DID NOT RECEIVE THE UPGRADE ON SAME DAY SHIPPING AT NO COST. IT TOOK ABOUT A WEEK TO RECEIVE.,  HUSBAND SATISFIED WIRELESS PHONE ACTUALLY HEAR PEOPLE TALK RECEIVE UPGRADE DAY SHIPPING COST TOOK WEEK RECEIVE,0.25,Positive,0.4215,Neutral,Negative
373,"2nd time ordering and owning, using this phone, was that dependable. Highly recommend for non smart phone folks. Arrived in great time, shape, set up easy.",  nd time order own use phone dependable Highly recommend non smart phone folk Arrived great time shape set easy,0.44152380952380954,Positive,0.9145,Positive,Positive
374,"Service was excellent. Came in less time than I was told it would and seller e-mailed me about return policy and seemed to really care if I was happy with my phone. The phone itself is not for someone who wants all the bells and whisles but it is built to Military specs and I have had one for many years this one was a replacement for one that was 4 years old and had the rubber waterpoofing on the buttons not worn off I would still be using it. However, this one is of the same rough build and I have been very happy with it.",  Service excellent Came less time tell would seller e mail return policy seem really care happy phone phone someone want bell whisles build Military spec one many year one replacement one year old rubber waterpoofing button worn would still use However one rough build happy,0.337037037037037,Positive,0.9322,Positive,Positive
375,"I have ruined so many cell phones.... Its nice to finally get a ""hardy"" one like this phone. Just purchasing outright makes so much more sense!",  ruin many cell phone nice finally get hardy one like phone purchasing outright make much sense,0.325,Positive,0.4939,Neutral,Positive
376,"From whenever I got it, it was for my husband, it just now broke from falling off a nightstand a foot off the ground and broke at the hinge. Which before that it was hard to flip open and when he talked to someone on it he could hardly hear them. I have a phone exactly like this one but I have it for longer and it hasn't had the problems this one has had.",  whenever get husband break fall nightstand foot ground break hinge hard flip open talk someone could hardly hear phone exactly like one long problem one,-0.07666666666666667,Negative,-0.1531,Neutral,Negative
377,Verizon would not connect phone because they only activate 4G phones. Had to return phone,  Verizon would connect phone activate G phone return phone,0.0,Neutral,0.0,Neutral,Neutral
378,it was dirty inside screen was scratched very badly the phone had to be cleaned because it was terribly dirty.,  dirty inside screen scratch badly phone clean terribly dirty,-0.3833333333333333,Negative,-0.8689,Negative,Negative
379,"Works great. This phone is the only one in our home that works in the basement, sunroom, or whatever room we are in. None of our smart phones will work in these areas. My husband loves this phone.",  Works great phone one home work basement sunroom whatever room None smart phone work area husband love phone,0.5047619047619047,Positive,0.793,Positive,Positive
380,it died on the 4/20/2015 I like the phone but don't like that I payed money and the cell dies this soon I have never dropped it our anything that would make it die.,  die like phone like pay money cell die soon never drop anything would make die,0.0,Neutral,-0.8067,Negative,Negative
381,It is supposed to be rugged military grade and it broke the first time I dropped it. It's been only 6 weeks and the seller will not give me a refund.,  suppose rugged military grade break first time drop week seller give refund,0.075,Positive,-0.2732,Neutral,Neutral
382,"Great device device functions great, the phone is used minimally by an elderly relative who does not want a smart phone. A few months into ownership multiple side buttons have fallen off the device.",  Great device device function great phone use minimally elderly relative want smart phone month ownership multiple side button fall device,0.2857142857142857,Positive,0.9042,Positive,Positive
383,"The phone is fine. I like the phone. However, the battery is a big disappointment. It was supposed to be a new battery. but it will not hold a charge very long. I am constantly re-charging the battery. I would have sent it back within 30 days, but if I did I couldn't use the phone. I am requesting Amazon sent me a new battery. Please contact me at johnsonjt1@windstream.net to let me know if you will honor this request. Thank you J T Johnson",  phone fine like phone However battery big disappointment suppose new battery hold charge long constantly charge battery would send back within day use phone request Amazon send new battery Please contact johnsonjt windstream net let know honor request Thank J Johnson,0.004377104377104379,Positive,0.8271,Positive,Positive
384,"The phone keeps asking me to run the set up wizard even though I've done it about 10 times now. It was also a pain to get activated through Verizon, but it works like it's supposed to now.",  phone keep ask run set wizard even though do time also pain get activate Verizon work like suppose,0.0,Neutral,-0.2023,Neutral,Negative
385,this phone does not hold a good battery charge and charges real slow if charged by computer the positive thing about this phone is it is rugged,  phone hold good battery charge charge real slow charge computer positive thing phone rugged,0.15909090909090906,Positive,0.7579,Positive,Positive
386,The phone came within the expected time stated when ordering. I have used it for over 1 month now and it has worked flawlessly. The battery stays charged for days. The product looked brand new. One of the best used replacement phones I have ever ordered. Would definitely order from this vender again.,  phone come within expected time state order use month work flawlessly battery stay charge day product look brand new One best used replacement phone ever order Would definitely order vender,0.40727272727272723,Positive,0.8271,Positive,Positive
387,Best phone ever. Rugged loud wish they still made these.,  Best phone ever Rugged loud wish still make,0.55,Positive,0.7845,Positive,Positive
388,Great shape,  Great shape,0.8,Positive,0.6249,Positive,Neutral
389,"My husband does not want a smart phone and this is exactly what he wants. Makes/receives calls, voice activated messaging and texting, access to Internet for basic usage, vz navigator for directions. Allows access for downloading ringtones, etc. Actually has more to it than we originally expected when we ordered it. Got a new phone of an older model, great buy, very satisfied with our $68 phone! PROBLEM: after a few days of use, we are returning this phone. We really liked all the features and we're so disappointed the voice audio stopped working. No voice sound at all. Other types of sounds worked, but no voice. Verizon technician said this was a very old model and had to go through extra searching to look it up to try to assist us. Wouldn't care about the age if it just worked!!!",  husband want smart phone exactly want Makes receives call voice activate messaging texting access Internet basic usage vz navigator direction Allows access download ringtones etc Actually originally expect order Got new phone old model great buy satisfied phone PROBLEM day use return phone really like feature disappointed voice audio stop work voice sound type sound work voice Verizon technician say old model go extra search look try assist us care age work,0.19468923933209648,Positive,0.8018,Positive,Positive
390,THIS PHONE IS GREAT FOR A HUSBAND THAT WORKS IN A WAREHOUSE. WE OWN A SEED AND GRAIN CO. SO MY HUSBAND IS IN AND OUT OF THE WAREHOUSE ALL THE TIME. THIS IS THE ONLY PHONE WE HAVE FOUND THAT WILL RECEIVE CALLS WERE EVER HE IS IN THE WAREHOUSE. PLUS IT IS WATER PROOF. MY HUSBAND GOT THE PHONE IN WATER AND IT NEVER STOPPED WORKING. I DIDN'T EVEN HAVE TO PUT IT IN RICE. WE HAVE HAD A BARRAGE PHONE FOR 4 YRS.,  PHONE GREAT HUSBAND WORKS WAREHOUSE SEED GRAIN CO HUSBAND WAREHOUSE TIME PHONE FOUND RECEIVE CALLS EVER WAREHOUSE PLUS WATER PROOF HUSBAND GOT PHONE WATER NEVER STOPPED WORKING EVEN PUT RICE BARRAGE PHONE YRS,0.8,Positive,0.6971,Positive,Positive
391,Heavy-duty phone was very good quality. I would recommend it for anyone that would be afraid they might drop their phone accidentally. And it has a very loud speakerphone in very big display,  Heavy duty phone good quality would recommend anyone would afraid might drop phone accidentally loud speakerphone big display,-5.551115123125783e-18,Negative,0.2263,Neutral,Positive
392,"This phone has been durable and works fine. Certainly a far cry from a smart phone, but I just wanted something that wouldn't break and I got it.",  phone durable work fine Certainly far cry smart phone want something break get,0.24365079365079367,Positive,0.4767,Neutral,Positive
393,The earpiece volume is quite low. And the ability to use the contact backup software is not possible due to the software was not 'wiped' by the previous owner.,  earpiece volume quite low ability use contact backup software possible due software wipe previous owner,-0.07291666666666666,Negative,0.0478,Neutral,Neutral
394,Excellent,  Excellent,1.0,Positive,0.5719,Positive,0
395,pretty good and quick,  pretty good quick,0.42777777777777776,Positive,0.7269,Positive,Positive
396,"I wanted a plain cell phone and this is it. I love it. It works fine, the battery has a decent life and the numbers are easy enough to see",  want plain cell phone love work fine battery decent life number easy enough see,0.21706349206349204,Positive,0.8591,Positive,Positive
397,"I would rather it be a bit thinner, but it does exactly what I wanted it to do!",  would rather bit thinner exactly want,0.25,Positive,0.0772,Neutral,Positive
398,100% Positive,  Positive,0.22727272727272727,Positive,0.5574,Positive,Positive
399,Very durable. Good for anyone hard whos on a phone.,  durable Good anyone hard who phone,0.20416666666666664,Positive,0.3612,Neutral,Negative
400,Love it.,  Love,0.5,Positive,0.6369,Positive,Positive
401,"Works great, it was easy to convert my old set up to this one, and arrived very timely. I love this phone's durability, and being waterproof.",  Works great easy convert old set one arrive timely love phone durability waterproof,0.45833333333333337,Positive,0.9042,Positive,Positive
402,"Worked perfect right out of the box, no problems activating with Verizon Wireless. Love this phone. It is great.",  Worked perfect right box problem activate Verizon Wireless Love phone great,0.6464285714285714,Positive,0.8834,Positive,Positive
403,Phone lasted for our young son over 2.5 years.. worked really well and was easy to use and no extra functions to worry about.,  Phone last young son year work really well easy use extra function worry,0.14666666666666667,Positive,0.3962,Neutral,Positive
404,Good purchase for a used phone - works great - very happy,  Good purchase used phone work great happy,0.7666666666666666,Positive,0.8934,Positive,Positive
405,"Great phone, I have had several. Dump the insurance, they send you a reconditioned phone.",  Great phone several Dump insurance send recondition phone,0.4,Positive,0.3612,Neutral,Negative
406,"This is exactly what I wanted to do make mandatory restatement about how an item is, ok it is what I want and does fine",  exactly want make mandatory restatement item ok want fine,0.3888888888888889,Positive,0.5994,Positive,Positive
407,I am very satisfied. I am using it everyday. I also got the products very quickly. Glad to have purchased this product.,  satisfied use everyday also get product quickly Glad purchase product,0.26666666666666666,Positive,0.7003,Positive,Positive
408,major problem was in removing the Backup Assistant alert and resetting the phone to enable Backup Assistant with the new number ... the folks at Wireless Discount were very helpful. If they had understood the alert problem from the get-go we could have avoided replacing the first phone that they sent.,  major problem remove Backup Assistant alert reset phone enable Backup Assistant new number folk Wireless Discount helpful understand alert problem get go could avoid replace first phone send,0.14962121212121213,Positive,-0.101,Neutral,Negative
409,"The Barrage flip phone by Motorola V860 is well designed, sturdy, and comfortable to use. Battery power use seems excellent and goes three-four days without a recharge. Will see if this continues as the months pass. :-)",  Barrage flip phone Motorola V well design sturdy comfortable use Battery power use seem excellent go three four day without recharge see continue month pas,0.7,Positive,0.8442,Positive,Positive
410,bought this for my ex husband... he loves it .. and its a heavy duty phone which is terrific... as he ran over the last one with the pickup truck...lol... but he gets good reception with it and says it has great sound...and a terrific camera... oh and he loves the voice activated dialing,  buy ex husband love heavy duty phone terrific run last one pickup truck lol get good reception say great sound terrific camera oh love voice activate dial,0.35,Positive,0.9761,Positive,Positive
411,"HAD ONE BEFORE, THIS IS A RUGGED DEPENDABLE PHONE BUT IT DOES HAVE ITS LIMITS AS I FOUND OUT. NO FRILLS, I JUST USE IT TO MAKE PHONE CALLS.",  ONE RUGGED DEPENDABLE PHONE LIMITS FOUND FRILLS USE MAKE PHONE CALLS,0.0,Neutral,0.0,Neutral,Positive
412,Good basic phone if u don't want a data plan. Phone was used but in very good condition.,  Good basic phone u want data plan Phone use good condition,0.4666666666666666,Positive,0.7269,Positive,Positive
413,"If you like flip phones, this is the best I have owned. My phone does not have a camera, but later models included a camera. It has a nice feel, but user must be careful of the back plate. If it is not flat and you try to turn the lock it can damage the latch which is molded into the body of the phone.",  like flip phone best own phone camera later model include camera nice feel user must careful back plate flat try turn lock damage latch mold body phone,0.29642857142857143,Positive,0.7845,Positive,Positive
414,Bought this phone for my mom. Very easy to use. Made her very happy!!,  Bought phone mom easy use Made happy,0.6166666666666667,Positive,0.765,Positive,Positive
415,It's a flippy! And dang tough!,  flippy dang tough,-0.3888888888888889,Negative,-0.128,Neutral,Negative
416,"We got the phone quicker than expected, which was great. However, the wrong battery was included. We got the right battery within a few days of calling them, which was also great. However, the phone wouldn't connect to the charger and the thing couldn't be recharged. Also, the camera didn't work. We got a replacement phone a few days later - again, packaged with the wrong battery for the model phone we ordered. That's ok because we had already gotten a new battery on hand... and the camera works on this one. All in all, it took a 2-3 weeks to finally have the right equipment that's working properly. Kind of a hassle, but it was a decent price.",  get phone quicker expect great However wrong battery include get right battery within day call also great However phone connect charger thing recharge Also camera work get replacement phone day later package wrong battery model phone order ok already get new battery hand camera work one take week finally right equipment work properly Kind hassle decent price,0.23404171585989764,Positive,0.8957,Positive,Positive
417,Replacement,  Replacement,0.0,Neutral,0.0,Neutral,Neutral
418,Phone works good but was locked by previous owner. Phone could make and recieve contact calls only with previous contacts. After working 2.5 hours with three different verizon reps phone works fine.I feel i am due a partial refund from Taylor Wireless. Please advise?,  Phone work good lock previous owner Phone could make recieve contact call previous contact work hour three different verizon rep phone work fine feel due partial refund Taylor Wireless Please advise,0.07976190476190478,Positive,0.7184,Positive,Positive
419,Pretty much unkillable,  Pretty much unkillable,0.225,Positive,0.4939,Neutral,Negative
420,Sold working phone. For our area this is a basis phone and does text and pics great too. I recommend.,  Sold work phone area basis phone text pic great recommend,0.8,Positive,0.765,Positive,Negative
421,Super phone! It is very sturdy.,  Super phone sturdy,0.3333333333333333,Positive,0.5994,Positive,Positive
422,Had a work phone like this one and was use to it. Doesn't have all the bells and whistles but that is why I got it--simple!,  work phone like one use bell whistle get simple,0.0,Neutral,0.3612,Neutral,Positive
423,"Since I have no need for a phone that can serf the Internet etc. (I have a great computer for that) I love my compact Motorola Barrage V860 phone. It does all the things I require it to do and looks pretty, too, with it's new red protective cover.",  Since need phone serf Internet etc great computer love compact Motorola Barrage V phone thing require look pretty new red protective cover,0.3372727272727273,Positive,0.91,Positive,Positive
424,"The product was advertised correctly, great price, shipping was fast, and the quality of the product was 5 stars. I would purchase another produce from Amazon.com again. I will recommend it to others.",  product advertise correctly great price shipping fast quality product stars would purchase another produce Amazon com recommend others,0.5,Positive,0.8074,Positive,Positive
425,Very disappointed that this phone did not have a camera. Most phones have cameras now days. The last phone we had exactly like this had a camera. We thought we were getting the same phone. How do we get a Motorola Barrage with a camera?,  disappointed phone camera phone cameras day last phone exactly like camera think get phone get Motorola Barrage camera,-0.16666666666666666,Negative,-0.1531,Neutral,Negative
426,Works good! No issues.,  Works good issue,0.7,Positive,0.4404,Neutral,Positive
427,works fine,  work fine,0.4166666666666667,Positive,0.2023,Neutral,Negative
428,"Got this for my elderly dad. I like that it's waterproof (but we'll see). Simple, large buttons, good voice quality, holds a charge well. What's not to like?",  Got elderly dad like waterproof see Simple large button good voice quality hold charge well like,0.30476190476190473,Positive,0.8402,Positive,Positive
429,Fast shipment. Good Phone,  Fast shipment Good Phone,0.44999999999999996,Positive,0.4404,Neutral,Positive
430,Was not able to use on my Verizon services. I gave it to my baby nephew to play with.,  able use Verizon service give baby nephew play,0.5,Positive,0.34,Neutral,Neutral
431,Said new looked new but inside screen sticker said refurbished camera data missing too but otherwise it works and that's what we wanted,  Said new look new inside screen sticker say refurbish camera data miss otherwise work want,0.13636363636363635,Positive,-0.0772,Neutral,Positive
432,"This was a gift for my dad who can't get over his old phone breaking. He's not much of a tech person so I was psyched when I found the same phone here, since Verizon no longer has them for sale. The price was great and the phone looks flawless. Dad was really happy to have his old phone back.",  gift dad get old phone breaking much tech person psyched find phone since Verizon longer sale price great phone look flawless Dad really happy old phone back,0.42857142857142866,Positive,0.9359,Positive,Positive
433,received the phone on time and works fine thanks Steve,  receive phone time work fine thanks Steve,0.30833333333333335,Positive,0.5719,Positive,Positive
434,I know most buyers don't like to give five stars or a perfect score but anything less is considered a bad job by corporate america. Item appears better than expected. Very happy!,  know buyer like give five star perfect score anything less consider bad job corporate america Item appear good expect happy,0.27222222222222225,Positive,0.8617,Positive,Positive
435,I had been looking for a flip phone for my husband and this one is perfect and works great !!!,  look flip phone husband one perfect work great,0.9,Positive,0.8316,Positive,Positive
436,"My husband likes basic phones. He had a Motorola when we were stuck with Sprint, but now that we are finally free and have service...he needed a phone that would work with Verizon service (which I am thrilled with btw-can place calls and do not get disconnected). Off topic there...sorry. The old phone he had that he loved was not available so I opted for this one. He loves it! Holds a charge for almost a week with no extras turned on. Calls are clear...much clearer than with mine...lol.",  husband like basic phone Motorola stick Sprint finally free service need phone would work Verizon service thrill btw place call get disconnect topic sorry old phone love available opt one love Holds charge almost week extra turn Calls clear much clear mine lol,0.21818181818181823,Positive,0.9732,Positive,Positive
437,"This phone is no longer made for Verizon so I had to search for it because this was THE ONE my husband wanted...He is extremely happy with and would not part with it.Its dependable,clear and sturdy for a working person.",  phone long make Verizon search ONE husband want extremely happy would part dependable clear sturdy work person,0.2833333333333333,Positive,0.7841,Positive,Positive
438,"The phone is capable of listening to music and has music controls on the front, is perfect for screwing Verizon which is always a plus, and you can't go wrong with a flip phone. my niece absolutely loves this phone. I fully recommend this phone for anyone who wants to entertain their kids, nephews or in my case, niece.",  phone capable listen music music control front perfect screw Verizon always plus go wrong flip phone niece absolutely love phone fully recommend phone anyone want entertain kid nephew case niece,0.3,Positive,0.9133,Positive,Positive
439,The phone arrived promptly. Everything was as stated in advertisement. I have less one star only because it may have had 1 or 2 more scratches on it than I prefer. Overall the phone is great!! Wanted it for my mom who wanted an upgrade but is not into the new phones of today.,  phone arrive promptly Everything state advertisement less one star may scratch prefer Overall phone great Wanted mom want upgrade new phone today,0.19242424242424244,Positive,0.6597,Positive,Positive
440,the phone works well. The appearance is as those described in advertisement. The battery is reasonably good considering this is a used phone.,  phone work well appearance describe advertisement battery reasonably good consider used phone,0.7,Positive,0.6124,Positive,Positive
441,"When the wife's phone died, she was adamant that she only wanted a cell phone for voice calls. I was familiar with this model from tests while in the military. Good design, solid construction, excellent battery life, and great performance. It was used, but listed like new, and that's exactly the way it was. Would definitely purchase again, and would recommend this one without hesitation.",  wife phone die adamant want cell phone voice call familiar model test military Good design solid construction excellent battery life great performance use list like new exactly way Would definitely purchase would recommend one without hesitation,0.3261363636363636,Positive,0.9452,Positive,Positive
442,The phone in the box wasn't the one that was supposed to be in there. The phone was already a active phone so I couldn't activate it. Very disappointed.,  phone box one suppose phone already active phone activate disappoint,-0.13333333333333333,Negative,0.0,Neutral,Negative
443,"charger doesn't plug in very well, seems to be damaged.",  charger plug well seem damage,0.0,Neutral,-0.2732,Neutral,Negative
444,My husband is not tec savy this is the 3rd one of these I've gotten for him and he loves it!,  husband tec savy rd one get love,0.5,Positive,0.6369,Positive,Positive
445,"This product arrived in excellent condition, both cosmetic and operational! It was EXACTLY as described! I would suggest to anyone doing the same, though to order the extended life battery and door, as the battery that shipped with this phone was inadequate.",  product arrive excellent condition cosmetic operational EXACTLY described would suggest anyone though order extended life battery door battery ship phone inadequate,0.625,Positive,0.25,Neutral,Positive
446,Good sturdy quality,  Good sturdy quality,0.7,Positive,0.4404,Neutral,Positive
447,Bought for husband and he uses it everyday. He likes the fact that he can flip the lid and talk without having to do anything else.,  Bought husband use everyday like fact flip lid talk without anything else,-0.2,Negative,0.3612,Neutral,Positive
448,"Phone wont ring,no sound. It wasnt the phone they said it was. Cover was missing over the power connection. They should have checked it out better",  Phone wont ring sound wasnt phone say Cover miss power connection check well,0.4,Positive,0.128,Neutral,Positive
449,"Would have been nice to have information with the phone serial numbers for registration. Had to remove the battery, and find the identification number, which is extremely tiny and hard to read. Other than that, very happy with purchase",  Would nice information phone serial number registration remove battery find identification number extremely tiny hard read happy purchase,0.27708333333333335,Positive,0.7522,Positive,Positive
450,Works as advertised.,  Works advertised,0.0,Neutral,0.0,Neutral,Neutral
451,While the phone works both rubber control buttons on right side have fallen out.,  phone work rubber control button right side fall,0.2857142857142857,Positive,0.0,Neutral,Positive
452,"Phone is fine and as expected. The battery does not hold much charge. Hpwever, I am satisfied",  Phone fine expect battery hold much charge Hpwever satisfied,0.37222222222222223,Positive,0.5574,Positive,Positive
453,"It was a little more broken in than I thought, but in good working order. I will kill this phone so a used one in best for me.",  little broken think good work order kill phone used one best,0.27812499999999996,Positive,-0.1706,Neutral,Positive
454,"Had one for 6years, some-what water proof and takes real beating. Hope this one lasts as long. With the same punishment, would have ruin 5 Smart phones by now.",  one year water proof take real beat Hope one last long punishment would ruin Smart phone,0.09107142857142858,Positive,-0.34,Neutral,Negative
455,Nice basic phone for the money. Very well built.,  Nice basic phone money well build,0.3,Positive,0.5994,Positive,Positive
456,Great,  Great,0.8,Positive,0.6249,Positive,Neutral
457,"this phone is so dirty i'm afraid to use it, not to mention put it near my face. I'm send it back.",  phone dirty afraid use mention put near face send back,-0.27499999999999997,Negative,-0.4404,Neutral,Negative
458,"This Motorola Barrage V860 phone came in as described, it worked fine on the existing service. Thanks for a good product.",  Motorola Barrage V phone come described work fine exist service Thanks good product,0.4388888888888889,Positive,0.765,Positive,Positive
459,"i had one that broke the hinge,worked fine but hige broke after several years 8) coudnt get it repaired so i found a new one.workes as gooed as the old one.allen",  one break hinge work fine hige broke several year coudnt get repair find new one work gooed old one allen,0.16325757575757574,Positive,-0.25,Neutral,Positive
460,"had to replace my old barrage, quick deliverly and geat looking phone, works exactly as expected.",  replace old barrage quick deliverly geat look phone work exactly expect,0.22777777777777777,Positive,0.0,Neutral,Neutral
461,"The phone couldn't be activated on Verizon prepaid, either online or in the store.",  phone activate Verizon prepay either online store,0.0,Neutral,0.0,Neutral,Neutral
462,Parts of it fell off,  Parts fell,0.0,Neutral,0.0,Neutral,Neutral
463,"Its a great phone for a dumb phone, but that is all I need. shock resistant and water resistant everything I need in a phone",  great phone dumb phone need shock resistant water resistant everything need phone,0.21250000000000002,Positive,-0.2023,Neutral,Negative
464,Shipped very timely....Phone works well in my area..Holds charge very well. Previous phone did not pick up well here..This one receives will and battery charge last two days rather than two hours..,  Shipped timely Phone work well area Holds charge well Previous phone pick well one receive battery charge last two day rather two hour,-0.08333333333333333,Negative,0.6486,Positive,Positive
465,I am very much impressed by this product but also by the company that sold it to me recieved phone as told had a problem with one of these products was given a new product in a timely fashion all is well KUDOS to all,  much impress product also company sell recieved phone told problem one product give new product timely fashion well KUDOS,0.16818181818181818,Positive,0.7456,Positive,Positive
466,This phone came in so fast and met every expectation! Our employee even said he could hear better on this one than the last phone (Which we paid about $160.00 for.,  phone come fast meet every expectation employee even say could hear good one last phone pay,0.3,Positive,0.3612,Neutral,Positive
467,"This is a very rugged phone, that can be dropped, wet, and still keeps working. The phone arrived when promised, in better condition than expected, good value.",  rugged phone drop wet still keep work phone arrive promise good condition expect good value,0.4333333333333333,Positive,0.8126,Positive,Positive
468,Bought this as a backup phone for my father and it worked out great for him as he wanted something durable.,  Bought backup phone father work great want something durable,0.8,Positive,0.6597,Positive,Negative
469,love it easy to use.,  love easy use,0.4666666666666667,Positive,0.7964,Positive,Positive
470,This phone is exactly what i wanted an they even put in a car charger with my order for free. All works great an no problems with anything. I would buy from them again with no second thought. thanks.,  phone exactly want even put car charger order free work great problem anything would buy second thought thanks,0.33,Positive,0.836,Positive,Positive
471,"Replace the original Barrage V860 with a new one. The old was run over with a tractor. Still work put the cracked screen made it hard read. Try doing that with a ""smart "" phone.",  Replace original Barrage V new one old run tractor Still work put cracked screen make hard read Try smart phone,0.10679653679653678,Positive,0.5574,Positive,Positive
472,Maybe a good phone but wouldn't work with Verizon and it was marked and sold as such.,  Maybe good phone work Verizon mark sell,0.7,Positive,0.4404,Neutral,Positive
473,The phone clicks and breaks up the sound when you are on the receiving end of the call this phone is made from. Otherwise great.,  phone click break sound receive end call phone make Otherwise great,0.6000000000000001,Positive,0.6249,Positive,Positive
474,Everything I expected it to do.,  Everything expect,0.0,Neutral,0.0,Neutral,Neutral
475,Great for a flip phone.,  Great flip phone,0.8,Positive,0.6249,Positive,Neutral
476,"Arrived on time, As Ordered, In Great Condition and was activated without issue. Great experience. Always liked Motorola because its durable and can take a beating",  Arrived time Ordered Great Condition activate without issue Great experience Always like Motorola durable take beating,0.8,Positive,0.0788,Neutral,Positive
477,Cell phone was in great condition and works as expected.,  Cell phone great condition work expect,0.8,Positive,0.6249,Positive,Neutral
478,No good. The phone was very used.,  good phone used,0.7,Positive,0.4404,Neutral,Positive
479,"previous owner did not remove some features, and we do not have pass word to reset",  previous owner remove feature pas word reset,-0.16666666666666666,Negative,0.0,Neutral,Neutral
480,The speaker button on the side of the phone broke about two weeks after I started using it,  speaker button side phone break two week start use,0.0,Neutral,0.0,Neutral,Positive
481,It was a very nice phone.Shipping was fast!I give them 5 stars!!,  nice phone Shipping fast give star,0.4,Positive,0.4215,Neutral,Positive
482,not original .....,  original,0.375,Positive,0.3182,Neutral,Neutral
483,Very Prompt service- phone is an identical phone for my mom so it is just what she wanted.,  Prompt service phone identical phone mom want,0.0,Neutral,0.0772,Neutral,Positive
484,The product was in excellent condition and was received quickly from the buyer. I was able to transfer my previous numbers on to this phone since I have a Verizon contract.,  product excellent condition receive quickly buyer able transfer previous number phone since Verizon contract,0.41666666666666663,Positive,0.6124,Positive,Positive
485,It worked for two weeks and stopped working. A peace of junk.,  work two week stop work peace junk,0.0,Neutral,0.3182,Neutral,Negative
486,Work well speaker phone not very well for the price it is fine,  Work well speaker phone well price fine,0.4166666666666667,Positive,0.6124,Positive,Positive
487,The phone was as describe. Great used condition and included the charger. The phone works perfectly and seems to have been very lightly used,  phone describe Great use condition include charger phone work perfectly seem lightly use,0.7333333333333334,Positive,0.8519,Positive,Positive
488,"A very reliable, easy phone. And it's Waterproof. For a used phone it seems brand new. This purchase exceeded my expectations.",  reliable easy phone Waterproof used phone seem brand new purchase exceed expectation,0.28484848484848485,Positive,0.4404,Neutral,Positive
489,excellent thanks,  excellent thanks,0.6,Positive,0.765,Positive,Positive
490,unable to activate phone due to problem with stickers inside phone.,  unable activate phone due problem sticker inside phone,-0.3125,Negative,-0.4019,Neutral,Negative
491,When phone is answered the caller can not here you unless they are put on speaker,  phone answer caller unless put speaker,0.0,Neutral,0.0,Neutral,Negative
492,"It's a great item, reception is nice. I got the belt buckle clip holder and its nice. plus the shpping even better.",  great item reception nice get belt buckle clip holder nice plus shpping even well,0.6666666666666666,Positive,0.8957,Positive,Positive
493,"I bought this phone due to the last two touchscreen phones i had being destroyed by even a little water. this one is waterproof (i tested it), and shockproof, the predictive text works great (for texts), the signal and battery life are superior to much more expensive phones. It plays music, works with standard headphones and offers navigation and browsing (although limited) as well. This phone is not for someone who wants web browsing and high end features. This phone is for anyone who wants a reliable nearly indestructible phone to use for everyday communication.",  buy phone due last two touchscreen phone destroy even little water one waterproof test shockproof predictive text work great texts signal battery life superior much expensive phone play music work standard headphone offer navigation browse although limit well phone someone want web browsing high end feature phone anyone want reliable nearly indestructible phone use everyday communication,0.04977272727272728,Positive,0.9022,Positive,Positive
494,"Product Had Great Reviews And Had The Features Desired; Simplicity, Ruggedness, Easy Viewing Screen, Clear Sound Strong Signal! Thanks For A Qualty Product!",  Product Great Reviews Features Desired Simplicity Ruggedness Easy Viewing Screen Clear Sound Strong Signal Thanks Qualty Product,0.39444444444444443,Positive,0.9509,Positive,Positive
495,Great flip phone!,  Great flip phone,0.8,Positive,0.6249,Positive,Neutral
496,It arrived within the time quoted and is functioning properly.,  arrive within time quote function properly,0.0,Neutral,0.0,Neutral,Positive
497,"Phone worked ok, however the charger NEVER worked at all",  Phone work ok however charger NEVER work,0.5,Positive,0.296,Neutral,Positive
498,Very pleased with the speedy arrival and quality of the product,  pleased speedy arrival quality product,0.5,Positive,0.4404,Neutral,Positive
499,This phone can take a barrage of abuse. Great for the person who is often working outdoors. Loud ringer too!,  phone take barrage abuse Great person often working outdoors Loud ringer,0.45,Positive,-0.0258,Neutral,Negative
500,I love this phone its sturdie holds a great signal and i ;ike the look of this phone. the only problem that i have is it dnt have a good battery life,  love phone sturdie hold great signal ike look phone problem dnt good battery life,0.6666666666666666,Positive,0.8591,Positive,Positive
